Book_Title,Book_Author,Year_Of_Publication,Publisher,Book_Rating,label
Patriot Games,Tom Clancy,1992,Berkley Publishing Group,0,1
The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins,8,2
Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books,0,2
Lonesome Dove,Larry McMurtry,1988,Pocket,0,0
The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books,0,2
"Life,the Universe and Everything",Douglas Adams,0,Pan Books Ltd,0,2
Blackberry Wine,Joanne Harris,2001,Black Swan,0,2
"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,Crown,0,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books,8,2
Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,0,1
Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam,7,2
Sex &amp; the City,Candace Bushnell,1997,Warner Books,0,2
Angel Falls,KRISTIN HANNAH,2001,Ballantine Books,7,4
Sense and Sensibility,Jane Austen,1995,Signet Book,0,3
The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,0,2
The Wailing Wind,Tony Hillerman,2003,HarperTorch,0,2
"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,8,2
The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,0,2
As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers,10,2
The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,9,2
Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,8,2
Body of Lies,IRIS JOHANSEN,2003,Bantam,10,2
The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books,0,2
The Cat Who Wasn't There,Lilian Jackson Braun,1994,Jove Books,3,2
The Simple Truth,David Baldacci,1999,Warner Books,9,2
Cryptonomicon,Neal Stephenson,2002,Avon Books,9,2
The Copper Beech,Maeve Binchy,1993,Dell,8,2
Montana,Debbie Macomber,1998,Mira,5,2
Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,9,2
Blood Orchid,Stuart Woods,2003,Signet Book,5,3
Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,8,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,1998,Bantam Dell Pub Group,9,2
WLD ACCORDNG GARP,John Irving,1979,Pocket,0,0
The Bridge Across Forever,Richard Bach,1986,Dell,0,2
A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,1992,Pocket,0,0
Summon the Keeper,Tanya Huff,1998,Daw Books,0,2
Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,8,2
The Third Twin,Ken Follett,1997,Fawcett Books,8,2
Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,0,2
Night Chills,Dean R. Koontz,1996,Berkley Publishing Group,8,1
Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,0,1
Free,Paul Vincent,2003,Upfront Publishing,8,2
Hill Towns,Anne Rivers Siddons,1994,HarperTorch,7,2
The Rule of Four,Ian Caldwell,2004,Dial Books,0,2
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1994,Dell Publishing Company,10,2
Russendisko.,Wladimir Kaminer,2002,Goldmann,7,2
Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling,0,2
"I, Robot",ISAAC ASIMOV,1991,Spectra,0,2
Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group,10,1
"Out of Africa ; and, Shadows on the grass",Isak Dinesen,1985,Vintage Books,0,2
"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial,10,2
Under the Tuscan Sun : At Home in Italy,FRANCES MAYES,2003,Broadway,8,2
Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,2001,Talk Miramax Books,10,2
Stormy Weather,Carl Hiaasen,1996,Warner Books,0,2
Shipping News,E Annie Proulx,0,Fourth Estate,8,2
Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books,0,2
Midnight Voices,JOHN SAUL,2003,Ballantine Books,7,4
Deep South,Nevada Barr,2001,Berkley Publishing Group,0,1
Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book,7,3
Under the Tuscan Sun,Frances Mayes,1997,Broadway,8,2
Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,10,2
Stardust,Neil Gaiman,2003,Avon,5,2
Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA,0,2
One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,1999,St. Martin's Griffin,7,2
What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999,Ballantine Books,8,4
Blindness (Harvest Book),Jose Saramago,1999,Harvest Books,9,2
"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997,Spectra Books,8,2
Till We Meet Again,Judith Krantz,1989,Bantam Books,7,2
On the Road,Jack Kerouac,1991,Penguin Books,10,2
Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999,Ballantine Books,8,4
Waiting,Ha Jin,1999,Pantheon Books,5,2
The Vendetta Defense,Lisa Scottoline,2002,HarperTorch,0,2
Gap Creek: The Story of a Marriage,Robert Morgan,2001,Touchstone,9,2
The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,10,2
It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,8,1
The Heart of a Woman,Maya Angelou,1997,Bantam,7,2
The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,Alfred A. Knopf,0,2
Sabriel (The Abhorsen Trilogy),Garth Nix,1997,HarperTrophy,10,2
CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997,Fireside,5,2
Dracula (Signet Classics (Paperback)),Bram Stoker,1997,Signet Classics,8,3
Franny and Zooey,J.D. Salinger,1991,"Little, Brown",0,2
Butterfly (Orphans),V.C. Andrews,1998,Pocket,5,0
Horse Whisperer,Nicholas Evans,0,Bantam Doubleday Dell,9,2
84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br,7,2
Disobedience: A Novel,Jane Hamilton,2001,Anchor Books/Doubleday,0,2
The Road from Coorain,Jill Ker Conway,1990,Vintage Books USA,8,2
The Greatest Generation,TOM BROKAW,1998,Random House,0,2
"Are You There God?  It's Me, Margaret",JUDY BLUME,1971,Yearling,0,2
A Wind in the Door,Madeleine L'Engle,1974,Yearling Books,7,2
The Chocolate War (Laurel Leaf Books),ROBERT CORMIER,1986,Laurel Leaf,8,2
"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,8,2
A Darkness More Than Night,Michael Connelly,2002,Warner Vision,0,2
Ransom,Julie Garwood,1999,Pocket,8,0
Boy's Life,Robert McCammon,1992,Pocket,8,0
Reversible Errors,Scott Turow,2003,Warner Vision,7,2
Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group,7,1
Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam,0,2
The Devil's Code,John Sandford,2004,Berkley Publishing Group,0,1
Silver Wedding,Maeve Binchy,1990,Dell,7,2
A Maiden's Grave,Jeff Deaver,1996,Signet Book,7,3
The Weight of Water,Anita Shreve,2001,"Little, Brown",8,2
A Patchwork Planet (Ballantine Reader's Circle),Anne Tyler,1999,Ballantine Books,9,4
Seinlanguage,Jerry Seinfeld,1995,Bantam Books,8,2
Hearts in Atlantis,Stephen King,2001,Pocket,8,3
Body of Evidence,Patricia Cornwell,1999,Pocket,0,0
Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,0,2
The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA,7,2
Jennifer Government : A Novel,Max Barry,2003,Doubleday,0,2
The Cobra Event,Richard Preston,1998,Ballantine Books,8,4
The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books,9,2
Apollo 13 : Lost Moon,Jim Lovell,1995,Pocket,0,0
Chopping Spree,Diane Mott Davidson,2003,Bantam Books,9,2
"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,HarperTrophy,0,2
A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,10,2
Trevayne,Robert Ludlum,1992,Bantam Books,7,2
The Apocalypse Watch,Robert Ludlum,1996,Bantam Books,0,2
"Blood and Gold (Rice, Anne, Vampire Chronicles.)",Anne Rice,2002,Ballantine Books,8,4
Oldest Living Confederate Widow Tells All,Allan Gurganus,1990,Ivy Books,0,2
The Crush,Sandra Brown,2003,Warner Books,0,2
Code to Zero,Ken Follett,2001,Signet Book,9,3
Book Club,Mary Alice Monroe,1999,Mira,7,0
A Cold Heart (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2003,Ballantine Books,0,4
Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins,9,2
The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997,"Little, Brown",0,2
Colony,Anne Rivers Siddons,1993,HarperTorch,10,2
Pot Shot,Robert B. Parker,2002,Berkley Publishing Group,0,1
Having Our Say : The Delany Sisters' First 100 Years,SARAH L. DELANY,1994,Dell,0,2
The Cat Who Saw Red,Lilian Jackson Braun,1991,Jove Books,0,2
The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books,0,2
Frankenstein (Changing Our World),Mary Wollstonecraft Shelley,1984,Bantam,0,2
Mr. Perfect,Linda Howard,2001,Pocket Star,8,0
The Third Victim,LISA GARDNER,2001,Bantam,0,2
Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,Penguin USA (Paper),0,2
The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers,0,2
Illuminati.,Dan Brown,2003,LÃ?Â¼bbe,10,2
Grendel,John Champlin Gardner,1989,Vintage Books USA,9,2
Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books,0,2
Angry Housewives Eating Bon Bons (Ballantine Reader's Circle),LORNA LANDVIK,2004,Ballantine Books,0,4
Roots,ALEX HALEY,1980,Dell,8,2
Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,1975,Avon,0,2
The Millionaires,Brad Meltzer,2002,Warner Vision,10,2
The Loop: A Novel,Nicholas Evans,1998,Delacorte Press,9,2
Caribbean,James A. Michener,1991,Fawcett Books,5,2
Middle of Nowhere,Ridley Pearson,2001,Hyperion,10,2
Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,10,2
The Secret,Julie Garwood,1992,Pocket,0,0
Falling Leaves Brit Edition,Adeline Yen Mah,0,Penguin Putnam~trade,10,2
Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,7,2
The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins,10,2
Candide (Penguin Classics),Francois M. Voltaire,1990,Penguin Books,0,2
The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,8,2
The Magic of You (Malory Novels (Paperback)),Johanna Lindsey,1993,Avon,6,2
The Vision,Dean R. Koontz,1997,Berkley Publishing Group,6,1
Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,5,1
"Night Moves (Tom Clancy's Net Force, No. 3)",Tom Clancy,2000,Berkley Publishing Group,0,1
Get Shorty,Elmore Leonard,1991,Dell,8,2
Los Alamos: A Novel,Joseph Kanon,1998,Island,0,2
Personal Injuries,Scott Turow,2000,Warner Vision,8,2
Up Country,Nelson DeMille,2003,Warner Vision,0,2
The Witches of Eastwick,John Updike,1995,Fawcett Books,0,2
All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books,8,4
Jackdaws,Ken Follett,2002,Signet Book,1,3
Hornet Flight,Ken Follett,2003,Signet Book,7,3
"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books,10,3
The Absence of Nectar,Kathy Hepinstall,2002,Jove Books,0,2
Dead Famous,Ben Elton,2002,"Black Swan Books, Limited",0,2
A Great Deliverance,Elizabeth George,1989,Bantam Books,8,2
Missing Joseph,Elizabeth George,1994,Bantam Books,0,2
Bell Jar,Sylvia Plath,0,Faber Faber Inc,8,2
Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers,0,2
Shogun,JAMES CLAVELL,1986,Dell,8,2
Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books,5,2
Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA,10,2
Natural Causes,Michael Palmer,1995,Bantam Books,0,2
The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,0,2
She Who Remembers,Linda Lay Shuler,1989,Signet Book,0,3
The Icarus Agenda,Robert Ludlum,1989,Bantam Books,0,2
The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books,0,2
East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,2000,Harvest Books,7,2
Darkfall,Dean R. Koontz,1996,Berkley Publishing Group,0,1
Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,2001,Free Press,0,2
Mother of Pearl (Oprah's Book Club (Paperback)),Melinda Haynes,2000,Washington Square Press,0,2
The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,Zondervan Publishing Company,0,2
The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,Perennial,0,2
"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,0,2
Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy,8,2
"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,0,2
The Time Traveler's Wife (Harvest Book),Audrey Niffenegger,2004,Harvest Books,8,2
The Angel of Darkness,Caleb Carr,1998,Ballantine Books,0,4
Escape the Night,Richard North Patterson,1995,Ballantine Books,0,4
Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,0,0
Soul Mountain,Gao Xingjian,2001,Perennial,0,2
Devices and Desires,Phyllis White,1991,Warner Books,0,2
Heart Song (Logan),V.C. Andrews,1997,Pocket,0,0
Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books,0,2
Little House on the Prairie,Laura Ingalls Wilder,1953,HarperTrophy,0,2
"Welcome to Dead House (Goosebumps, No 1)",R. L. Stine,1995,Scholastic,0,2
A Traitor to Memory,Elizabeth George,2002,Bantam Books,0,2
LONESOME DOVE,Larry McMurtry,1986,Pocket,0,0
Memories of Midnight,Sidney Sheldon,1991,Warner Books,0,2
Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch,0,2
Term Limits,Vince Flynn,1999,Pocket Star,0,0
Where There's Smoke,Sandra Brown,1994,Warner Books,0,2
The Tailor of Panama,John Le Carre,1997,Ballantine Books,0,4
Birds of Prey: A Novel of Suspense,J.A. Jance,2002,Avon,0,2
The Eleventh Commandment,Jeffrey Archer,1999,HarperTorch,0,2
Women in His Life,Barbara Taylor Bradford,1994,Ballantine Books,0,4
Debt of Honor,Tom Clancy,1994,Putnam Publishing Group,0,1
The Cat Who Played Post Office (Cat Who... (Paperback)),Lilian Jackson Braun,1991,Jove Books,0,2
Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,0,2
Payment in Blood,Elizabeth George,1990,Bantam Books,0,2
Violin,Anne Rice,1999,Ballantine Books,0,4
Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial,0,2
Pen Pals,Olivia Goldsmith,2002,Signet Book,0,3
Travels With Charley: In Search of America,John Steinbeck,1980,Penguin Books,0,2
SEAT OF THE SOUL,Gary Zukav,1990,Free Press,0,2
Extreme Measures,Michael Palmer,1992,Bantam Books,0,2
Sun Also Rises,Ernest Hemingway,1995,Scribner,0,2
Pagan Babies,Elmore Leonard,2002,HarperTorch,0,2
The Beach,Alex Garland,1998,Riverhead Books,0,2
Belinda,Anne Rice,1994,Jove Books,0,4
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,1997,Quill,2,2
The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books,0,2
Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991,Bridge Publications,0,2
A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books,9,4
The Dark Half,Stephen King,1994,Signet Book,7,3
Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books,6,2
The 13th Juror,John T. Lescroart,1995,Dell,0,2
Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,0,2
Blood Lure,Nevada Barr,2002,Berkley Publishing Group,0,1
The Magic Circle,Katherine Neville,1999,Ballantine Books,0,4
The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,0,3
The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books,0,2
Warning Signs,Stephen White,2003,Dell Publishing Company,0,2
When Rabbit Howls,Truddi Chase,1990,Jove Books,0,2
Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax,9,2
SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon &amp; Schuster,0,0
Find Me,Rosie O'Donnell,2002,Warner Books,8,2
Bitter Harvest,Ann Rule,1999,Pocket,0,0
EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket,0,0
The Empress File,John Sandford,2001,Berkley Publishing Group,0,1
Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf,5,2
No One to Trust,IRIS JOHANSEN,2003,Bantam,0,2
Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage,0,2
Different Seasons (Signet),Stephen King,2004,Signet Book,0,3
Three Weeks in Paris,BARBARA TAYLOR BRADFORD,2002,Dell,0,2
The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial,0,2
The Hearing,John Lescroart,2002,Signet Book,0,3
See How They Run,James Patterson,1997,Warner Books,0,2
Fallen Hearts,V.C. Andrews,1988,Pocket,0,0
One,Richard Bach,1989,Dell,8,2
Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,0,2
Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,0,2
Must Love Dogs: A Novel,Claire Cook,2002,Viking Books,8,2
Long Dark Tea Time of the Soul,Douglas Adams,1991,Pocket,0,0
Illusions,Richard Bach,1981,Bantam Doubleday Dell,9,2
Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,HCI Teens,0,2
Sleep No More,Greg Iles,2003,Signet Book,0,3
Dead Aim,IRIS JOHANSEN,2004,Bantam Books,0,2
Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,0,2
"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books,0,2
Sleepwalk,John Saul,1997,Bantam Books,0,2
Whispers and Lies,Joy Fielding,2003,Pocket Books,0,0
The Cat Who Said Cheese,Lilian Jackson Braun,1997,Jove Books,0,2
Ringworld,Larry Niven,1990,Del Rey Books,0,2
The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers,10,2
Wouldn't Take Nothing for My Journey Now,Maya Angelou,1994,Bantam Books,0,2
Sushi for Beginners,Marian Keyes,2004,HarperTorch,0,2
The Straw Men,Michael Marshall,2002,Jove Books,8,2
Accordion Crimes,E. Annie Proulx,1996,Scribner,0,2
Farewell To Arms,Ernest Hemingway,1995,Scribner,0,2
Blessings : A Novel,ANNA QUINDLEN,2003,Random House Trade Paperbacks,0,2
"CRY IN THE NIGHT, A",MARY HIGGINS CLARK,1983,Dell,0,0
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,Ecco,0,2
Secret History : A Novel,DONNA TARTT,1996,Ballantine Books,0,4
Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003,Doubleday,0,2
Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,Vintage Books,0,2
Affinity,Sarah Waters,2002,Riverhead Books,0,2
The Dante Club : A Novel,MATTHEW PEARL,2004,Random House Trade Paperbacks,0,2
The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,Vintage Books USA,0,2
The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,Bantam Books,0,2
"On a Pale Horse (Incarnations of Immortality, Bk. 1)",Piers Anthony,1989,Del Rey Books,0,2
The Fountainhead,Ayn Rand,1996,New American Library,0,2
The Best Laid Plans,Sidney Sheldon,1998,Warner Books,9,2
The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books,6,4
Queen Bee of Mimosa Branch,Haywood Smith,2003,St. Martin's Paperbacks,0,2
The Celestine Prophecy,James Redfield,1995,Warner Books,0,2
The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam,0,2
"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001,Berkley Publishing Group,7,1
A Clockwork Orange (Norton Paperback Fiction),Anthony Burgess,1986,W. W. Norton &amp; Company,0,2
I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,0,2
October Sky: A Memoir,Homer Hickam,1999,Dell,0,2
Childhood's End,Arthur C. Clarke,1987,Del Rey Books,8,2
Creature,John Saul,1990,Bantam Books,0,2
Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan,0,2
Wuthering Heights (Penguin Classics),Emily Bronte,1985,Penguin USA,0,2
Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point,0,2
